aligned_name,source,taxonIDClean,taxonomicStatusClean,alternativeTaxonomicStatusClean,acceptedNameUsageID,canonicalName,scientificNameAuthorship,taxonRank,taxonomicStatus,family,subclass,taxonDistribution,ccAttributionIRI
Acacia baileyana,APC,https://id.biodiversity.org.au/node/apni/2915203,accepted,NA,https://id.biodiversity.org.au/node/apni/2915203,Acacia baileyana,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (native and naturalised), ACT (naturalised), Vic (naturalised)",https://id.biodiversity.org.au/tree/51354547/51223464
Acacia cyclops,APC,https://id.biodiversity.org.au/node/apni/2888190,accepted,NA,https://id.biodiversity.org.au/node/apni/2888190,Acacia cyclops,A.Cunn. ex G.Don,Species,accepted,Fabaceae,Magnoliidae,"WA, SA (native and naturalised), Vic (naturalised)",https://id.biodiversity.org.au/tree/51354547/51223588
Acacia dealbata,APC,https://id.biodiversity.org.au/taxon/apni/51286863,accepted,taxonomic synonym,https://id.biodiversity.org.au/taxon/apni/51286863,Acacia dealbata,Link,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (naturalised), NSW, NI (doubtfully naturalised), ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51301773
Acacia decurrens,APC,https://id.biodiversity.org.au/node/apni/2918954,accepted,NA,https://id.biodiversity.org.au/node/apni/2918954,Acacia decurrens,Willd.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW, ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51223600
Acacia implexa,APC,https://id.biodiversity.org.au/node/apni/2890656,accepted,NA,https://id.biodiversity.org.au/node/apni/2890656,Acacia implexa,Benth.,Species,accepted,Fabaceae,Magnoliidae,"Qld, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51252947
Acacia longifolia,APC,https://id.biodiversity.org.au/taxon/apni/51286955,accepted,misapplied,https://id.biodiversity.org.au/taxon/apni/51286955,Acacia longifolia,(Andrews) Willd.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (native and naturalised), Qld, NSW, NI (doubtfully naturalised), ACT (formerly naturalised), Vic (native and naturalised), Tas",https://id.biodiversity.org.au/tree/51354547/51343154
Acacia mearnsii,APC,https://id.biodiversity.org.au/node/apni/2918839,accepted,NA,https://id.biodiversity.org.au/node/apni/2918839,Acacia mearnsii,De Wild.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (native and naturalised), NSW (native and naturalised), ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51343153
Acacia melanoxylon,APC,https://id.biodiversity.org.au/node/apni/2903496,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2903496,Acacia melanoxylon,R.Br.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA, Qld, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51223901
Acacia montana,APC,https://id.biodiversity.org.au/node/apni/2890777,accepted,NA,https://id.biodiversity.org.au/node/apni/2890777,Acacia montana,Benth.,Species,accepted,Fabaceae,Magnoliidae,"SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51341366
Acacia obliquinervia,APC,https://id.biodiversity.org.au/node/apni/2904629,accepted,NA,https://id.biodiversity.org.au/node/apni/2904629,Acacia obliquinervia,Tindale,Species,accepted,Fabaceae,Magnoliidae,"NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51223956
Acacia pendula,APC,https://id.biodiversity.org.au/taxon/apni/51285976,accepted,taxonomic synonym | doubtful taxonomic synonym,https://id.biodiversity.org.au/taxon/apni/51285976,Acacia pendula,A.Cunn. ex G.Don,Species,accepted,Fabaceae,Magnoliidae,"SA, Qld, NSW, Vic (native and naturalised)",https://id.biodiversity.org.au/tree/51354547/51285975
Acacia podalyriifolia,APC,https://id.biodiversity.org.au/node/apni/2921020,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/2921020,Acacia podalyriifolia,A.Cunn. ex G.Don,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (native and naturalised), NSW, Vic (doubtfully naturalised)",https://id.biodiversity.org.au/tree/51354547/51224467
Acacia pycnantha,APC,https://id.biodiversity.org.au/node/apni/2911230,accepted,NA,https://id.biodiversity.org.au/node/apni/2911230,Acacia pycnantha,Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA, NSW (native and naturalised), ACT, Vic, Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51307638
Acacia ulicifolia,APC,https://id.biodiversity.org.au/node/apni/2907350,accepted,NA,https://id.biodiversity.org.au/node/apni/2907350,Acacia ulicifolia,(Salisb.) Court,Species,accepted,Fabaceae,Magnoliidae,"Qld, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51224258
Acacia veronica,APC,https://id.biodiversity.org.au/node/apni/2914349,accepted,NA,https://id.biodiversity.org.au/node/apni/2914349,Acacia veronica,Maslin,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51224270
Allocasuarina acutivalvis,APC,https://id.biodiversity.org.au/node/apni/2892983,accepted,NA,https://id.biodiversity.org.au/node/apni/2892983,Allocasuarina acutivalvis,(F.Muell.) L.A.S.Johnson,Species,accepted,Casuarinaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51227380
Allocasuarina campestris,APC,https://id.biodiversity.org.au/node/apni/2893713,accepted,NA,https://id.biodiversity.org.au/node/apni/2893713,Allocasuarina campestris,(Diels) L.A.S.Johnson,Species,accepted,Casuarinaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51227443
Allocasuarina diminuta,APC,https://id.biodiversity.org.au/node/apni/2895699,accepted,NA,https://id.biodiversity.org.au/node/apni/2895699,Allocasuarina diminuta,L.A.S.Johnson,Species,accepted,Casuarinaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51227390
Allocasuarina distyla,APC,https://id.biodiversity.org.au/node/apni/2887929,accepted,NA,https://id.biodiversity.org.au/node/apni/2887929,Allocasuarina distyla,(Vent.) L.A.S.Johnson,Species,accepted,Casuarinaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51227394
Allocasuarina luehmannii,APC,https://id.biodiversity.org.au/taxon/apni/51270368,accepted,taxonomic synonym,https://id.biodiversity.org.au/taxon/apni/51270368,Allocasuarina luehmannii,(R.T.Baker) L.A.S.Johnson,Species,accepted,Casuarinaceae,Magnoliidae,"SA, Qld, NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51270367
Allocasuarina muelleriana,APC,https://id.biodiversity.org.au/node/apni/2888252,accepted,NA,https://id.biodiversity.org.au/node/apni/2888252,Allocasuarina muelleriana,(Miq.) L.A.S.Johnson,Species,accepted,Casuarinaceae,Magnoliidae,"SA, Vic",https://id.biodiversity.org.au/tree/51354547/51337752
Allocasuarina nana,APC,https://id.biodiversity.org.au/node/apni/2913303,accepted,NA,https://id.biodiversity.org.au/node/apni/2913303,Allocasuarina nana,(Sieber ex Spreng.) L.A.S.Johnson,Species,accepted,Casuarinaceae,Magnoliidae,"NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51227415
Allocasuarina striata,APC,https://id.biodiversity.org.au/node/apni/2904494,accepted,NA,https://id.biodiversity.org.au/node/apni/2904494,Allocasuarina striata,(Macklin) L.A.S.Johnson,Species,accepted,Casuarinaceae,Magnoliidae,SA,https://id.biodiversity.org.au/tree/51354547/51227431
Allocasuarina torulosa,APC,https://id.biodiversity.org.au/node/apni/2898576,accepted,NA,https://id.biodiversity.org.au/node/apni/2898576,Allocasuarina torulosa,(Aiton) L.A.S.Johnson,Species,accepted,Casuarinaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51227454
Allocasuarina verticillata,APC,https://id.biodiversity.org.au/taxon/apni/51270386,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51270386,Allocasuarina verticillata,(Lam.) L.A.S.Johnson,Species,accepted,Casuarinaceae,Magnoliidae,"SA, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51337762
Alyxia ruscifolia,APC,https://id.biodiversity.org.au/node/apni/2889969,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2889969,Alyxia ruscifolia,R.Br.,Species,accepted,Apocynaceae,Magnoliidae,"Qld, NSW, LHI",https://id.biodiversity.org.au/tree/51354547/51259643
Amyema,APC,https://id.biodiversity.org.au/taxon/apni/51299798,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51299798,Amyema,Tiegh.,Genus,accepted,Loranthaceae,Magnoliidae,"WA, NT, Qld, NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51236209
Amyema miquelii,APC,https://id.biodiversity.org.au/node/apni/2899172,accepted,NA,https://id.biodiversity.org.au/node/apni/2899172,Amyema miquelii,(Lehm. ex Miq.) Tiegh.,Species,accepted,Loranthaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51236250
Amyema miraculosa,APC,https://id.biodiversity.org.au/taxon/apni/51299806,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51299806,Amyema miraculosa,(Miq.) Tiegh.,Species,accepted,Loranthaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51236251
Amyema nestor,APC,https://id.biodiversity.org.au/node/apni/2915557,accepted,NA,https://id.biodiversity.org.au/node/apni/2915557,Amyema nestor,(S.Moore) Danser,Species,accepted,Loranthaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51236220
Amyema pendula,APC,https://id.biodiversity.org.au/node/apni/2891722,accepted,NA,https://id.biodiversity.org.au/node/apni/2891722,Amyema pendula,(Sieber ex Spreng.) Tiegh.,Species,accepted,Loranthaceae,Magnoliidae,"SA, Qld, NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51236254
Amyema preissii,APC,https://id.biodiversity.org.au/node/apni/2888430,accepted,NA,https://id.biodiversity.org.au/node/apni/2888430,Amyema preissii,(Miq.) Tiegh.,Species,accepted,Loranthaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51236258
Amyema quandang,APC,https://id.biodiversity.org.au/taxon/apni/51299809,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51299809,Amyema quandang,(Lindl.) Tiegh.,Species,accepted,Loranthaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51236221
Anacardiaceae,APC,https://id.biodiversity.org.au/taxon/apni/51266625,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51266625,Anacardiaceae,R.Br.,Familia,accepted,Anacardiaceae,Magnoliidae,"WA (native and naturalised), ChI (native and naturalised), NT (native and naturalised), SA (naturalised), Qld (native and naturalised), NSW (native and naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised)",https://id.biodiversity.org.au/tree/51354547/51220874
Angophora,APC,https://id.biodiversity.org.au/taxon/apni/51258114,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51258114,Angophora,Cav.,Genus,accepted,Myrtaceae,Magnoliidae,"Qld, NSW, Vic (native and naturalised)",https://id.biodiversity.org.au/tree/51354547/51230780
Angophora floribunda,APC,https://id.biodiversity.org.au/node/apni/2916127,accepted,nomenclatural synonym,https://id.biodiversity.org.au/node/apni/2916127,Angophora floribunda,(Sm.) Sweet,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51303634
Angophora woodsiana,APC,https://id.biodiversity.org.au/node/apni/2895194,accepted,NA,https://id.biodiversity.org.au/node/apni/2895194,Angophora woodsiana,F.M.Bailey,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51230790
Apocynaceae,APC,https://id.biodiversity.org.au/taxon/apni/51300312,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51300312,Apocynaceae,Juss.,Familia,accepted,Apocynaceae,Magnoliidae,"WA (native and naturalised), CoI, ChI (native and naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT (naturalised), Vic (native and naturalised), Tas (native and naturalised)",https://id.biodiversity.org.au/tree/51354547/51237996
Apophyllum anomalum,APC,https://id.biodiversity.org.au/node/apni/2893197,accepted,NA,https://id.biodiversity.org.au/node/apni/2893197,Apophyllum anomalum,F.Muell.,Species,accepted,Capparaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51228774
Asteraceae,APC,https://id.biodiversity.org.au/taxon/apni/51351240,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51351240,Asteraceae,Bercht. & J.Presl,Familia,accepted,Asteraceae,Magnoliidae,"WA (native and naturalised), CoI (native and naturalised), ChI (native and naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), CSI (naturalised), NSW (native and naturalised), LHI (native and naturalised), NI (naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised), MI",https://id.biodiversity.org.au/tree/51354547/51243794
Backhousia myrtifolia,APC,https://id.biodiversity.org.au/node/apni/2912422,accepted,NA,https://id.biodiversity.org.au/node/apni/2912422,Backhousia myrtifolia,Hook. & Harv.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51234123
Banksia brownii,APC,https://id.biodiversity.org.au/node/apni/7811307,accepted,NA,https://id.biodiversity.org.au/node/apni/7811307,Banksia brownii,Baxter ex R.Br.,Species,accepted,Proteaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51218116
Banksia marginata,APC,https://id.biodiversity.org.au/node/apni/2912814,accepted,NA,https://id.biodiversity.org.au/node/apni/2912814,Banksia marginata,Cav.,Species,accepted,Proteaceae,Magnoliidae,"SA, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51303274
Banksia serrata,APC,https://id.biodiversity.org.au/taxon/apni/51293610,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51293610,Banksia serrata,L.f.,Species,accepted,Proteaceae,Magnoliidae,"Qld, NSW, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51217956
Bombax ceiba,APC,https://id.biodiversity.org.au/node/apni/2895571,accepted,NA,https://id.biodiversity.org.au/node/apni/2895571,Bombax ceiba,L.,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51309799
Boronia megastigma,APC,https://id.biodiversity.org.au/node/apni/2916690,accepted,NA,https://id.biodiversity.org.au/node/apni/2916690,Boronia megastigma,Nees ex Bartl.,Species,accepted,Rutaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51221615
Brachychiton acerifolius,APC,https://id.biodiversity.org.au/node/apni/2916722,accepted,isonym,https://id.biodiversity.org.au/node/apni/2916722,Brachychiton acerifolius,(A.Cunn. ex G.Don) F.Muell.,Species,accepted,Malvaceae,Magnoliidae,"Qld, NSW (native and doubtfully naturalised), LHI (doubtfully naturalised)",https://id.biodiversity.org.au/tree/51354547/51252521
Brachychiton populneus,APC,https://id.biodiversity.org.au/node/apni/2913468,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2913468,Brachychiton populneus,(Schott & Endl.) R.Br.,Species,accepted,Malvaceae,Magnoliidae,"WA (naturalised), NT (naturalised), SA (naturalised), Qld, NSW, ACT, Vic (native and naturalised)",https://id.biodiversity.org.au/tree/51354547/51229300
Buchanania obovata,APC,https://id.biodiversity.org.au/node/apni/2887105,accepted,NA,https://id.biodiversity.org.au/node/apni/2887105,Buchanania obovata,Engl.,Species,accepted,Anacardiaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51220880
Calandrinia,APC,https://id.biodiversity.org.au/taxon/apni/51291749,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51291749,Calandrinia,Kunth,Genus,accepted,Portulacaceae,Magnoliidae,"WA (native and naturalised), SA, NT, Qld, NSW, Vic, Tas (native and naturalised)",https://id.biodiversity.org.au/tree/51354547/51235703
Callistemon,APC,https://id.biodiversity.org.au/taxon/apni/51288949,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51288949,Callistemon,R.Br.,Genus,accepted,Myrtaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, LHI, ACT (native and naturalised), Vic (native and naturalised), Tas",https://id.biodiversity.org.au/tree/51354547/51233316
Callistemon pallidus,APC,https://id.biodiversity.org.au/node/apni/2916930,accepted,NA,https://id.biodiversity.org.au/node/apni/2916930,Callistemon pallidus,(Bonpl.) DC.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51233334
Callistemon viminalis,APC,https://id.biodiversity.org.au/node/apni/2903693,accepted,NA,https://id.biodiversity.org.au/node/apni/2903693,Callistemon viminalis,(Sol. ex Gaertn.) G.Don,Species,accepted,Myrtaceae,Magnoliidae,"WA, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51233373
Calophyllum,APC,https://id.biodiversity.org.au/taxon/apni/51270602,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51270602,Calophyllum,L.,Genus,accepted,Clusiaceae,Magnoliidae,"WA, CoI, ChI, NT, Qld, CSI",https://id.biodiversity.org.au/tree/51354547/51228508
Calophyllum inophyllum,APC,https://id.biodiversity.org.au/node/apni/2889002,accepted,NA,https://id.biodiversity.org.au/node/apni/2889002,Calophyllum inophyllum,L.,Species,accepted,Clusiaceae,Magnoliidae,"CoI, ChI, NT, Qld, CSI",https://id.biodiversity.org.au/tree/51354547/51228509
Calophyllum soulattri,APC,https://id.biodiversity.org.au/node/apni/2888361,accepted,NA,https://id.biodiversity.org.au/node/apni/2888361,Calophyllum soulattri,Burm.f.,Species,accepted,Clusiaceae,Magnoliidae,NT,https://id.biodiversity.org.au/tree/51354547/51228514
Calothamnus,APC,https://id.biodiversity.org.au/taxon/apni/51302259,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51302259,Calothamnus,Labill.,Genus,accepted,Myrtaceae,Magnoliidae,WA (native and naturalised),https://id.biodiversity.org.au/tree/51354547/51300511
Capparaceae,APC,https://id.biodiversity.org.au/taxon/apni/51295390,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51295390,Capparaceae,Juss.,Familia,accepted,Capparaceae,Magnoliidae,"WA, NT (native and doubtfully naturalised), SA, Qld, NSW, NI",https://id.biodiversity.org.au/tree/51354547/51228766
Capparis mitchellii,APC,https://id.biodiversity.org.au/node/apni/2891871,accepted,NA,https://id.biodiversity.org.au/node/apni/2891871,Capparis mitchellii,Lindl.,Species,accepted,Capparaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51228783
Cassia fistula,APC,https://id.biodiversity.org.au/node/apni/2913225,accepted,NA,https://id.biodiversity.org.au/node/apni/2913225,Cassia fistula,L.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), NT (naturalised), Qld (naturalised)",https://id.biodiversity.org.au/tree/51354547/51222974
Casuarina,APC,https://id.biodiversity.org.au/taxon/apni/51270402,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51270402,Casuarina,L.,Genus,accepted,Casuarinaceae,Magnoliidae,"WA (native and naturalised), NT (native and naturalised), SA (native and naturalised), Qld, NSW, NI (naturalised), ACT",https://id.biodiversity.org.au/tree/51354547/51227364
Casuarina cristata,APC,https://id.biodiversity.org.au/taxon/apni/51270401,accepted,misapplied,https://id.biodiversity.org.au/taxon/apni/51270401,Casuarina cristata,Miq.,Species,accepted,Casuarinaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51337754
Casuarina cunninghamiana,APC,https://id.biodiversity.org.au/node/apni/2904436,accepted,NA,https://id.biodiversity.org.au/node/apni/2904436,Casuarina cunninghamiana,Miq.,Species,accepted,Casuarinaceae,Magnoliidae,"WA (naturalised), NT, Qld, NSW, ACT",https://id.biodiversity.org.au/tree/51354547/51227365
Casuarina equisetifolia,APC,https://id.biodiversity.org.au/node/apni/2911837,accepted,NA,https://id.biodiversity.org.au/node/apni/2911837,Casuarina equisetifolia,L.,Species,accepted,Casuarinaceae,Magnoliidae,"WA (naturalised), CoI (naturalised), NT, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51227368
Casuarina glauca,APC,https://id.biodiversity.org.au/node/apni/2893120,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2893120,Casuarina glauca,Sieber ex Spreng.,Species,accepted,Casuarinaceae,Magnoliidae,"WA (naturalised), NT (naturalised), SA (naturalised), Qld, NSW, NI (naturalised), Vic (naturalised)",https://id.biodiversity.org.au/tree/51354547/51227371
Casuarina obesa,APC,https://id.biodiversity.org.au/node/apni/2893176,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2893176,Casuarina obesa,Miq.,Species,accepted,Casuarinaceae,Magnoliidae,"WA, SA (naturalised), NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51227372
Casuarina pauper,APC,https://id.biodiversity.org.au/node/apni/2897274,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/2897274,Casuarina pauper,F.Muell. ex L.A.S.Johnson,Species,accepted,Casuarinaceae,Magnoliidae,"WA, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51227373
Casuarinaceae,APC,https://id.biodiversity.org.au/taxon/apni/51270360,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51270360,Casuarinaceae,R.Br.,Familia,accepted,Casuarinaceae,Magnoliidae,"WA (native and naturalised), CoI (naturalised), NT (native and naturalised), SA (native and naturalised), Qld, NSW, NI (naturalised), ACT, Vic (native and naturalised), Tas",https://id.biodiversity.org.au/tree/51354547/51227363
Ceratopetalum apetalum,APC,https://id.biodiversity.org.au/node/apni/2917485,accepted,NA,https://id.biodiversity.org.au/node/apni/2917485,Ceratopetalum apetalum,D.Don,Species,accepted,Cunoniaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51220336
Ceratopetalum gummiferum,APC,https://id.biodiversity.org.au/node/apni/2906147,accepted,NA,https://id.biodiversity.org.au/node/apni/2906147,Ceratopetalum gummiferum,Sm.,Species,accepted,Cunoniaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51220332
Chamaecytisus palmensis,APC,https://id.biodiversity.org.au/node/apni/2920101,accepted,NA,https://id.biodiversity.org.au/node/apni/2920101,Chamaecytisus palmensis,(Christ) F.A.Bisby & K.W.Nicholls,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (doubtfully naturalised), NSW (naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51354493
Citrus,APC,https://id.biodiversity.org.au/taxon/apni/51294018,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51294018,Citrus,L.,Genus,accepted,Rutaceae,Magnoliidae,"ChI (naturalised), NT, SA, Qld (native and naturalised), NSW (native and naturalised), LHI (naturalised), NI (naturalised)",https://id.biodiversity.org.au/tree/51354547/51221665
Clusiaceae,APC,https://id.biodiversity.org.au/taxon/apni/51270565,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51270565,Clusiaceae,Lindl.,Familia,accepted,Clusiaceae,Magnoliidae,"WA, CoI, ChI, Qld (native and naturalised), NT, CSI",https://id.biodiversity.org.au/tree/51354547/51228504
Corymbia citriodora,APC,https://id.biodiversity.org.au/node/apni/2912509,accepted,NA,https://id.biodiversity.org.au/node/apni/2912509,Corymbia citriodora,(Hook.) K.D.Hill & L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"WA (naturalised), SA (doubtfully naturalised), Qld, NSW (native and naturalised), Vic (naturalised)",https://id.biodiversity.org.au/tree/51354547/51248301
Corymbia dichromophloia,APC,https://id.biodiversity.org.au/node/apni/2902117,accepted,NA,https://id.biodiversity.org.au/node/apni/2902117,Corymbia dichromophloia,(F.Muell.) K.D.Hill & L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51230694
Corymbia gummifera,APC,https://id.biodiversity.org.au/node/apni/2895049,accepted,NA,https://id.biodiversity.org.au/node/apni/2895049,Corymbia gummifera,(Gaertn.) K.D.Hill & L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51257237
Corymbia maculata,APC,https://id.biodiversity.org.au/node/apni/2914034,accepted,NA,https://id.biodiversity.org.au/node/apni/2914034,Corymbia maculata,(Hook.) K.D.Hill & L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"WA (naturalised), SA (doubtfully naturalised), NSW, Vic (native and naturalised)",https://id.biodiversity.org.au/tree/51354547/51230709
Corymbia papuana,APC,https://id.biodiversity.org.au/node/apni/2892413,accepted,NA,https://id.biodiversity.org.au/node/apni/2892413,Corymbia papuana,(F.Muell.) K.D.Hill & L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51264333
Corymbia terminalis,APC,https://id.biodiversity.org.au/node/apni/7549846,accepted,NA,https://id.biodiversity.org.au/node/apni/7549846,Corymbia terminalis,(F.Muell.) K.D.Hill & L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51353010
Corymbia tessellaris,APC,https://id.biodiversity.org.au/node/apni/2918195,accepted,NA,https://id.biodiversity.org.au/node/apni/2918195,Corymbia tessellaris,(F.Muell.) K.D.Hill & L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51257893
Corymbia trachyphloia,APC,https://id.biodiversity.org.au/node/apni/2897003,accepted,NA,https://id.biodiversity.org.au/node/apni/2897003,Corymbia trachyphloia,(F.Muell.) K.D.Hill & L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51230720
Cunoniaceae,APC,https://id.biodiversity.org.au/taxon/apni/51311069,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51311069,Cunoniaceae,R.Br.,Familia,accepted,Cunoniaceae,Magnoliidae,"SA, Qld, NSW, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51352111
Datura,APC,https://id.biodiversity.org.au/node/apni/7965459,accepted,NA,https://id.biodiversity.org.au/node/apni/7965459,Datura,L.,Genus,accepted,Solanaceae,Magnoliidae,"WA (naturalised), ChI (naturalised), NT (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), LHI (naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51236621
Daviesia,APC,https://id.biodiversity.org.au/taxon/apni/51285531,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51285531,Daviesia,Sm.,Genus,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51225644
